[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-20 23:21:42:130 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-20 23:21:52:060 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=827903, Min=719872, Avg=768554.67, 90=826367, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-20 23:22:02:058 20 sec: 25 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=857599, Min=726528, Avg=770737.23, 90=815103, 99=857599, 99.9=857599, 99.99=857599] 
2019-05-20 23:22:12:058 30 sec: 38 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=836607, Min=700928, Avg=759906.46, 90=816639, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-20 23:22:22:058 40 sec: 51 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=835583, Min=712704, Avg=761639.38, 90=827903, 99=835583, 99.9=835583, 99.99=835583] 
2019-05-20 23:22:32:058 50 sec: 64 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=848383, Min=713728, Avg=766995.69, 90=808959, 99=848383, 99.9=848383, 99.99=848383] 
2019-05-20 23:22:42:059 60 sec: 77 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=845311, Min=704000, Avg=762427.08, 90=828927, 99=845311, 99.9=845311, 99.99=845311] 
2019-05-20 23:22:52:058 70 sec: 90 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=825855, Min=717312, Avg=769358.77, 90=823807, 99=825855, 99.9=825855, 99.99=825855] 
2019-05-20 23:23:02:059 80 sec: 103 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=880127, Min=716800, Avg=767783.38, 90=811007, 99=880127, 99.9=880127, 99.99=880127] 
2019-05-20 23:23:12:058 90 sec: 116 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=855039, Min=718848, Avg=774321.23, 90=843775, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-20 23:23:22:059 100 sec: 129 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=836095, Min=724480, Avg=767665.23, 90=828415, 99=836095, 99.9=836095, 99.99=836095] 
2019-05-20 23:23:32:058 110 sec: 142 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=841727, Min=726528, Avg=762663.38, 90=836095, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-20 23:23:42:058 120 sec: 155 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=837631, Min=723456, Avg=777078.15, 90=829951, 99=837631, 99.9=837631, 99.99=837631] 
2019-05-20 23:23:52:059 130 sec: 168 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=858111, Min=707584, Avg=771446.15, 90=821759, 99=858111, 99.9=858111, 99.99=858111] 
2019-05-20 23:24:02:058 140 sec: 181 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=837119, Min=717312, Avg=762978.46, 90=824319, 99=837119, 99.9=837119, 99.99=837119] 
2019-05-20 23:24:12:058 150 sec: 194 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=827903, Min=709632, Avg=756480, 90=814079, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-20 23:24:22:058 160 sec: 207 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=855039, Min=712192, Avg=769555.69, 90=810495, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-20 23:24:32:059 170 sec: 220 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=857599, Min=698880, Avg=773730.46, 90=836607, 99=857599, 99.9=857599, 99.99=857599] 
2019-05-20 23:24:42:058 180 sec: 234 operations; 1.4 current ops/sec; est completion in 16 minutes [READ: Count=14, Max=823295, Min=703488, Avg=760576, 90=813567, 99=823295, 99.9=823295, 99.99=823295] 
2019-05-20 23:24:52:058 190 sec: 247 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=854527, Min=720384, Avg=763096.62, 90=833535, 99=854527, 99.9=854527, 99.99=854527] 
2019-05-20 23:25:02:058 200 sec: 260 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=828415, Min=707584, Avg=771564.31, 90=828415, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-20 23:25:12:058 210 sec: 273 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=842239, Min=660992, Avg=755771.08, 90=808959, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-20 23:25:22:058 220 sec: 286 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=870399, Min=713728, Avg=777275.08, 90=845823, 99=870399, 99.9=870399, 99.99=870399] 
2019-05-20 23:25:32:058 230 sec: 299 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=841215, Min=724480, Avg=767665.23, 90=820223, 99=841215, 99.9=841215, 99.99=841215] 
2019-05-20 23:25:42:058 240 sec: 312 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=855551, Min=716800, Avg=780701.54, 90=836095, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-20 23:25:52:058 250 sec: 325 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=844287, Min=712704, Avg=767192.62, 90=841215, 99=844287, 99.9=844287, 99.99=844287] 
