[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-20 23:21:42:130 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-20 23:21:52:060 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=827903, Min=719872, Avg=768554.67, 90=826367, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-20 23:26:02:058 260 sec: 338 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=856063, Min=702464, Avg=769240.62, 90=818175, 99=856063, 99.9=856063, 99.99=856063] 
2019-05-20 23:26:12:059 270 sec: 350 operations; 1.2 current ops/sec; est completion in 14 minutes [READ: Count=12, Max=852991, Min=727552, Avg=772309.33, 90=836607, 99=852991, 99.9=852991, 99.99=852991] 
2019-05-20 23:26:22:059 280 sec: 363 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=843263, Min=714240, Avg=768728.62, 90=840191, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-20 23:26:32:059 290 sec: 376 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=859647, Min=723456, Avg=783458.46, 90=850431, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-20 23:26:42:058 300 sec: 389 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=852479, Min=681984, Avg=765932.31, 90=829439, 99=852479, 99.9=852479, 99.99=852479] 
2019-05-20 23:26:52:059 310 sec: 402 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=836095, Min=694272, Avg=763293.54, 90=825343, 99=836095, 99.9=836095, 99.99=836095] 
2019-05-20 23:27:02:059 320 sec: 415 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=840703, Min=714240, Avg=766089.85, 90=828927, 99=840703, 99.9=840703, 99.99=840703] 
2019-05-20 23:27:12:058 330 sec: 428 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=887295, Min=701952, Avg=769240.62, 90=822271, 99=887295, 99.9=887295, 99.99=887295] 
2019-05-20 23:27:22:058 340 sec: 442 operations; 1.4 current ops/sec; est completion in 13 minutes [READ: Count=14, Max=851455, Min=703488, Avg=759040, 90=833535, 99=851455, 99.9=851455, 99.99=851455] 
2019-05-20 23:27:32:059 350 sec: 455 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=839167, Min=723456, Avg=762112, 90=814079, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-20 23:27:42:063 360 sec: 468 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=819711, Min=694784, Avg=760812.31, 90=818687, 99=819711, 99.9=819711, 99.99=819711] 
2019-05-20 23:27:52:058 370 sec: 481 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=829951, Min=728576, Avg=768571.08, 90=814591, 99=829951, 99.9=829951, 99.99=829951] 
2019-05-20 23:28:02:058 380 sec: 494 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=842751, Min=717312, Avg=759433.85, 90=801279, 99=842751, 99.9=842751, 99.99=842751] 
2019-05-20 23:28:12:058 390 sec: 507 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=826367, Min=719872, Avg=761166.77, 90=819711, 99=826367, 99.9=826367, 99.99=826367] 
2019-05-20 23:28:22:059 400 sec: 520 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=827391, Min=714240, Avg=765065.85, 90=820223, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-20 23:28:32:059 410 sec: 533 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=857599, Min=711680, Avg=760654.77, 90=830975, 99=857599, 99.9=857599, 99.99=857599] 
2019-05-20 23:28:42:060 420 sec: 546 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=839679, Min=718336, Avg=762781.54, 90=817663, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-20 23:28:52:059 430 sec: 559 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=830463, Min=731648, Avg=769949.54, 90=812543, 99=830463, 99.9=830463, 99.99=830463] 
2019-05-20 23:29:02:058 440 sec: 573 operations; 1.4 current ops/sec; est completion in 11 minutes [READ: Count=14, Max=844287, Min=696320, Avg=761270.86, 90=840703, 99=844287, 99.9=844287, 99.99=844287] 
2019-05-20 23:29:12:058 450 sec: 586 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=830975, Min=698368, Avg=755377.23, 90=816639, 99=830975, 99.9=830975, 99.99=830975] 
2019-05-20 23:29:22:058 460 sec: 599 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=846335, Min=705024, Avg=771564.31, 90=822271, 99=846335, 99.9=846335, 99.99=846335] 
2019-05-20 23:29:32:058 470 sec: 612 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=844799, Min=712704, Avg=772588.31, 90=840703, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-20 23:29:42:058 480 sec: 625 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=844799, Min=708096, Avg=765892.92, 90=801791, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-20 23:29:52:058 490 sec: 638 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=837119, Min=715776, Avg=765774.77, 90=823295, 99=837119, 99.9=837119, 99.99=837119] 
2019-05-20 23:30:02:059 500 sec: 651 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=860671, Min=687616, Avg=761836.31, 90=822271, 99=860671, 99.9=860671, 99.99=860671] 
2019-05-20 23:30:12:059 510 sec: 664 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=839679, Min=719360, Avg=769792, 90=825855, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-20 23:30:22:058 520 sec: 677 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=843775, Min=722432, Avg=765026.46, 90=826367, 99=843775, 99.9=843775, 99.99=843775] 
2019-05-20 23:30:32:058 530 sec: 690 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=827903, Min=716800, Avg=761245.54, 90=819711, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-20 23:30:42:059 540 sec: 703 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=859647, Min=674304, Avg=758882.46, 90=839679, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-20 23:30:52:058 550 sec: 716 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=830463, Min=712192, Avg=768531.69, 90=824831, 99=830463, 99.9=830463, 99.99=830463] 
2019-05-20 23:31:02:059 560 sec: 729 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=844799, Min=723456, Avg=775187.69, 90=833535, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-20 23:31:12:058 570 sec: 742 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=844287, Min=726016, Avg=767822.77, 90=822271, 99=844287, 99.9=844287, 99.99=844287] 
2019-05-20 23:31:22:059 580 sec: 755 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=825855, Min=713216, Avg=771682.46, 90=822783, 99=825855, 99.9=825855, 99.99=825855] 
2019-05-20 23:31:32:058 590 sec: 768 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=883711, Min=706048, Avg=774163.69, 90=852991, 99=883711, 99.9=883711, 99.99=883711] 
2019-05-20 23:31:42:060 600 sec: 781 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=843263, Min=713216, Avg=760457.85, 90=818687, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-20 23:31:52:060 610 sec: 794 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=859135, Min=704512, Avg=767350.15, 90=828415, 99=859135, 99.9=859135, 99.99=859135] 
2019-05-20 23:32:02:058 620 sec: 807 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=828415, Min=705536, Avg=771012.92, 90=821247, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-20 23:32:12:059 630 sec: 820 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=869375, Min=736768, Avg=778417.23, 90=842239, 99=869375, 99.9=869375, 99.99=869375] 
2019-05-20 23:32:22:058 640 sec: 833 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=848895, Min=687104, Avg=761954.46, 90=829439, 99=848895, 99.9=848895, 99.99=848895] 
2019-05-20 23:32:32:058 650 sec: 846 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=863743, Min=712704, Avg=760891.08, 90=835583, 99=863743, 99.9=863743, 99.99=863743] 
2019-05-20 23:32:42:059 660 sec: 859 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=815615, Min=715264, Avg=757425.23, 90=802815, 99=815615, 99.9=815615, 99.99=815615] 
2019-05-20 23:32:52:058 670 sec: 873 operations; 1.4 current ops/sec; est completion in 8 minutes [READ: Count=14, Max=823807, Min=702976, Avg=758418.29, 90=821247, 99=823807, 99.9=823807, 99.99=823807] 
2019-05-20 23:33:02:058 680 sec: 886 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=851455, Min=711680, Avg=767350.15, 90=844287, 99=851455, 99.9=851455, 99.99=851455] 
2019-05-20 23:33:12:058 690 sec: 899 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=828927, Min=668672, Avg=757188.92, 90=820735, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-20 23:33:22:058 700 sec: 912 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=838655, Min=705024, Avg=782867.69, 90=838143, 99=838655, 99.9=838655, 99.99=838655] 
2019-05-20 23:33:32:059 710 sec: 925 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=831487, Min=708096, Avg=753014.15, 90=813567, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-20 23:33:42:058 720 sec: 938 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=864255, Min=726016, Avg=762190.77, 90=819711, 99=864255, 99.9=864255, 99.99=864255] 
2019-05-20 23:33:52:059 730 sec: 951 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=810495, Min=706560, Avg=770185.85, 90=807935, 99=810495, 99.9=810495, 99.99=810495] 
2019-05-20 23:34:02:058 740 sec: 964 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=850943, Min=713216, Avg=768649.85, 90=828415, 99=850943, 99.9=850943, 99.99=850943] 
2019-05-20 23:34:12:059 750 sec: 977 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=804351, Min=702464, Avg=754550.15, 90=803327, 99=804351, 99.9=804351, 99.99=804351] 
2019-05-20 23:34:22:059 760 sec: 990 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=825855, Min=712704, Avg=765971.69, 90=822783, 99=825855, 99.9=825855, 99.99=825855] 
2019-05-20 23:34:32:059 770 sec: 1003 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=801279, Min=723456, Avg=764120.62, 90=797183, 99=801279, 99.9=801279, 99.99=801279] 
2019-05-20 23:34:42:058 780 sec: 1016 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=866303, Min=705536, Avg=774203.08, 90=843263, 99=866303, 99.9=866303, 99.99=866303] 
2019-05-20 23:34:52:059 790 sec: 1029 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=915455, Min=723456, Avg=775896.62, 90=829951, 99=915455, 99.9=915455, 99.99=915455] 
2019-05-20 23:35:02:059 800 sec: 1042 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=831487, Min=710656, Avg=756204.31, 90=827391, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-20 23:35:12:059 810 sec: 1055 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=855551, Min=712192, Avg=765420.31, 90=827903, 99=855551, 99.9=855551, 99.99=855551] 
