[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-21 07:04:11:524 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-21 07:04:21:463 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=847359, Min=707584, Avg=777258.67, 90=819199, 99=847359, 99.9=847359, 99.99=847359] 
2019-05-21 07:08:31:461 260 sec: 337 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=842239, Min=724480, Avg=768177.23, 90=824831, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-21 07:08:41:460 270 sec: 350 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=857087, Min=704000, Avg=762939.08, 90=820223, 99=857087, 99.9=857087, 99.99=857087] 
2019-05-21 07:08:51:460 280 sec: 363 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=843263, Min=701440, Avg=766956.31, 90=824831, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-21 07:09:01:460 290 sec: 376 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=840191, Min=732672, Avg=773691.08, 90=828415, 99=840191, 99.9=840191, 99.99=840191] 
2019-05-21 07:09:11:462 300 sec: 389 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=821759, Min=729088, Avg=762663.38, 90=798207, 99=821759, 99.9=821759, 99.99=821759] 
2019-05-21 07:09:21:461 310 sec: 402 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=824319, Min=697344, Avg=752305.23, 90=811007, 99=824319, 99.9=824319, 99.99=824319] 
2019-05-21 07:09:31:461 320 sec: 416 operations; 1.4 current ops/sec; est completion in 13 minutes [READ: Count=14, Max=813055, Min=723968, Avg=765769.14, 90=800767, 99=813055, 99.9=813055, 99.99=813055] 
2019-05-21 07:09:41:461 330 sec: 429 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=828415, Min=692736, Avg=770067.69, 90=827391, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-21 07:09:51:461 340 sec: 442 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=834047, Min=716800, Avg=761915.08, 90=815103, 99=834047, 99.9=834047, 99.99=834047] 
2019-05-21 07:10:01:461 350 sec: 455 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=831487, Min=723456, Avg=769437.54, 90=830463, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-21 07:10:11:460 360 sec: 468 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=859135, Min=719872, Avg=768059.08, 90=804863, 99=859135, 99.9=859135, 99.99=859135] 
2019-05-21 07:10:21:461 370 sec: 481 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=836607, Min=698368, Avg=764356.92, 90=816639, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 07:10:31:463 380 sec: 494 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=833023, Min=719872, Avg=765735.38, 90=814591, 99=833023, 99.9=833023, 99.99=833023] 
2019-05-21 07:10:41:461 390 sec: 507 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=851455, Min=708096, Avg=773691.08, 90=847359, 99=851455, 99.9=851455, 99.99=851455] 
2019-05-21 07:10:51:460 400 sec: 519 operations; 1.2 current ops/sec; est completion in 12 minutes [READ: Count=12, Max=879615, Min=712192, Avg=779434.67, 90=867327, 99=879615, 99.9=879615, 99.99=879615] 
2019-05-21 07:11:01:463 410 sec: 532 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=859647, Min=735232, Avg=776014.77, 90=855039, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-21 07:11:11:461 420 sec: 545 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=864255, Min=723456, Avg=770894.77, 90=829439, 99=864255, 99.9=864255, 99.99=864255] 
2019-05-21 07:11:21:461 430 sec: 559 operations; 1.4 current ops/sec; est completion in 12 minutes [READ: Count=14, Max=820735, Min=706560, Avg=753517.71, 90=818175, 99=820735, 99.9=820735, 99.99=820735] 
2019-05-21 07:11:31:462 440 sec: 571 operations; 1.2 current ops/sec; est completion in 11 minutes [READ: Count=12, Max=859135, Min=739328, Avg=783445.33, 90=845311, 99=859135, 99.9=859135, 99.99=859135] 
2019-05-21 07:11:41:461 450 sec: 584 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=838655, Min=729088, Avg=773848.62, 90=823807, 99=838655, 99.9=838655, 99.99=838655] 
2019-05-21 07:11:51:461 460 sec: 597 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=835071, Min=722432, Avg=772273.23, 90=834047, 99=835071, 99.9=835071, 99.99=835071] 
2019-05-21 07:12:01:466 470 sec: 610 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=827903, Min=709120, Avg=758685.54, 90=809983, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-21 07:12:11:461 480 sec: 623 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=823295, Min=735744, Avg=769240.62, 90=811519, 99=823295, 99.9=823295, 99.99=823295] 
2019-05-21 07:12:21:460 490 sec: 636 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=823295, Min=704512, Avg=770934.15, 90=817663, 99=823295, 99.9=823295, 99.99=823295] 
2019-05-21 07:12:31:460 500 sec: 649 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=861183, Min=718848, Avg=769004.31, 90=848895, 99=861183, 99.9=861183, 99.99=861183] 
2019-05-21 07:12:41:460 510 sec: 662 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=877055, Min=722944, Avg=770382.77, 90=800255, 99=877055, 99.9=877055, 99.99=877055] 
2019-05-21 07:12:51:460 520 sec: 675 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=826879, Min=726528, Avg=764435.69, 90=824831, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-21 07:13:01:460 530 sec: 688 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=844799, Min=721408, Avg=776999.38, 90=840703, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-21 07:13:11:460 540 sec: 701 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=14, Max=839679, Min=726528, Avg=761161.14, 90=839679, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-21 07:13:21:460 550 sec: 715 operations; 1.4 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=827391, Min=717312, Avg=763608.62, 90=812543, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-21 07:13:31:461 560 sec: 727 operations; 1.2 current ops/sec; est completion in 9 minutes [READ: Count=12, Max=832511, Min=728064, Avg=778368, 90=825343, 99=832511, 99.9=832511, 99.99=832511] 
2019-05-21 07:13:41:460 570 sec: 740 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=863231, Min=716800, Avg=781449.85, 90=832511, 99=863231, 99.9=863231, 99.99=863231] 
2019-05-21 07:13:51:461 580 sec: 753 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=862719, Min=695808, Avg=762663.38, 90=834047, 99=862719, 99.9=862719, 99.99=862719] 
2019-05-21 07:14:01:461 590 sec: 766 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=876543, Min=712704, Avg=763844.92, 90=868863, 99=876543, 99.9=876543, 99.99=876543] 
2019-05-21 07:14:11:460 600 sec: 779 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=827391, Min=697344, Avg=760260.92, 90=824319, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-21 07:14:21:460 610 sec: 792 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=834047, Min=732672, Avg=779992.62, 90=832511, 99=834047, 99.9=834047, 99.99=834047] 
2019-05-21 07:14:31:460 620 sec: 806 operations; 1.4 current ops/sec; est completion in 8 minutes [READ: Count=14, Max=849407, Min=704512, Avg=758747.43, 90=819199, 99=849407, 99.9=849407, 99.99=849407] 
2019-05-21 07:14:41:460 630 sec: 819 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=836607, Min=715776, Avg=763529.85, 90=820223, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 07:14:51:460 640 sec: 832 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=849407, Min=729088, Avg=773257.85, 90=835583, 99=849407, 99.9=849407, 99.99=849407] 
2019-05-21 07:15:01:461 650 sec: 844 operations; 1.2 current ops/sec; est completion in 8 minutes [READ: Count=12, Max=835583, Min=716288, Avg=778453.33, 90=830975, 99=835583, 99.9=835583, 99.99=835583] 
2019-05-21 07:15:11:460 660 sec: 858 operations; 1.4 current ops/sec; est completion in 8 minutes [READ: Count=14, Max=824831, Min=707072, Avg=764196.57, 90=822271, 99=824831, 99.9=824831, 99.99=824831] 
2019-05-21 07:15:21:460 670 sec: 871 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=862719, Min=719360, Avg=757976.62, 90=828927, 99=862719, 99.9=862719, 99.99=862719] 
2019-05-21 07:15:31:460 680 sec: 884 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=846847, Min=713728, Avg=774045.54, 90=843775, 99=846847, 99.9=846847, 99.99=846847] 
2019-05-21 07:15:41:460 690 sec: 897 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=847871, Min=709632, Avg=768137.85, 90=832511, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-21 07:15:51:460 700 sec: 910 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=852991, Min=720896, Avg=763254.15, 90=841215, 99=852991, 99.9=852991, 99.99=852991] 
2019-05-21 07:16:01:461 710 sec: 923 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=846847, Min=722944, Avg=775896.62, 90=837119, 99=846847, 99.9=846847, 99.99=846847] 
2019-05-21 07:16:11:460 720 sec: 936 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=834047, Min=705024, Avg=769988.92, 90=826879, 99=834047, 99.9=834047, 99.99=834047] 
2019-05-21 07:16:21:460 730 sec: 949 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=843775, Min=719360, Avg=770894.77, 90=828415, 99=843775, 99.9=843775, 99.99=843775] 
2019-05-21 07:16:31:461 740 sec: 962 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=851967, Min=717312, Avg=763057.23, 90=829951, 99=851967, 99.9=851967, 99.99=851967] 
2019-05-21 07:16:41:461 750 sec: 975 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=884223, Min=715776, Avg=776684.31, 90=835071, 99=884223, 99.9=884223, 99.99=884223] 
2019-05-21 07:16:51:460 760 sec: 988 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=855551, Min=722432, Avg=770737.23, 90=826367, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-21 07:17:01:461 770 sec: 1000 operations; 1.2 current ops/sec; est completion in 6 minutes [READ: Count=12, Max=864767, Min=739840, Avg=780373.33, 90=854015, 99=864767, 99.9=864767, 99.99=864767] 
2019-05-21 07:17:11:460 780 sec: 1013 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=867327, Min=729600, Avg=777235.69, 90=855551, 99=867327, 99.9=867327, 99.99=867327] 
2019-05-21 07:17:21:461 790 sec: 1026 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=832511, Min=728064, Avg=766562.46, 90=830975, 99=832511, 99.9=832511, 99.99=832511] 
2019-05-21 07:17:31:460 800 sec: 1039 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=869887, Min=724992, Avg=779362.46, 90=836607, 99=869887, 99.9=869887, 99.99=869887] 
2019-05-21 07:17:41:462 810 sec: 1052 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=850943, Min=719360, Avg=766523.08, 90=826367, 99=850943, 99.9=850943, 99.99=850943] 
