[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-21 08:00:52:875 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-21 08:01:02:830 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=893951, Min=726016, Avg=798549.33, 90=879103, 99=893951, 99.9=893951, 99.99=893951] 
2019-05-21 08:05:12:828 260 sec: 334 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=841727, Min=689152, Avg=764356.92, 90=822271, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-21 08:05:22:826 270 sec: 347 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=868863, Min=709120, Avg=767940.92, 90=838143, 99=868863, 99.9=868863, 99.99=868863] 
2019-05-21 08:05:32:826 280 sec: 360 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=847359, Min=710144, Avg=774636.31, 90=833023, 99=847359, 99.9=847359, 99.99=847359] 
2019-05-21 08:05:42:826 290 sec: 373 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=839167, Min=716288, Avg=766365.54, 90=823807, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-21 08:05:52:826 300 sec: 385 operations; 1.2 current ops/sec; est completion in 14 minutes [READ: Count=12, Max=934399, Min=712192, Avg=792917.33, 90=866303, 99=934399, 99.9=934399, 99.99=934399] 
2019-05-21 08:06:02:828 310 sec: 398 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=875007, Min=736256, Avg=779244.31, 90=842239, 99=875007, 99.9=875007, 99.99=875007] 
2019-05-21 08:06:12:826 320 sec: 411 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=850431, Min=723456, Avg=779953.23, 90=849407, 99=850431, 99.9=850431, 99.99=850431] 
2019-05-21 08:06:22:826 330 sec: 424 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=834559, Min=727552, Avg=776841.85, 90=827903, 99=834559, 99.9=834559, 99.99=834559] 
2019-05-21 08:06:32:826 340 sec: 437 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=841727, Min=727040, Avg=769910.15, 90=831999, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-21 08:06:42:827 350 sec: 450 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=865791, Min=724992, Avg=772509.54, 90=817151, 99=865791, 99.9=865791, 99.99=865791] 
2019-05-21 08:06:52:826 360 sec: 463 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=867839, Min=736768, Avg=782985.85, 90=830463, 99=867839, 99.9=867839, 99.99=867839] 
2019-05-21 08:07:02:827 370 sec: 475 operations; 1.2 current ops/sec; est completion in 13 minutes [READ: Count=12, Max=833023, Min=725504, Avg=776533.33, 90=815615, 99=833023, 99.9=833023, 99.99=833023] 
2019-05-21 08:07:12:827 380 sec: 488 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=854015, Min=734720, Avg=780386.46, 90=824831, 99=854015, 99.9=854015, 99.99=854015] 
2019-05-21 08:07:22:826 390 sec: 501 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=844799, Min=730624, Avg=773848.62, 90=824319, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-21 08:07:32:828 400 sec: 514 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=852991, Min=728064, Avg=769398.15, 90=826879, 99=852991, 99.9=852991, 99.99=852991] 
2019-05-21 08:07:42:826 410 sec: 527 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=868351, Min=729088, Avg=771643.08, 90=834047, 99=868351, 99.9=868351, 99.99=868351] 
2019-05-21 08:07:52:826 420 sec: 540 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=861183, Min=734720, Avg=784088.62, 90=833023, 99=861183, 99.9=861183, 99.99=861183] 
2019-05-21 08:08:02:828 430 sec: 553 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=826367, Min=687616, Avg=760221.54, 90=818175, 99=826367, 99.9=826367, 99.99=826367] 
2019-05-21 08:08:12:826 440 sec: 566 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=836607, Min=730624, Avg=772273.23, 90=825855, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 08:08:22:826 450 sec: 579 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=825343, Min=726528, Avg=764672, 90=814591, 99=825343, 99.9=825343, 99.99=825343] 
2019-05-21 08:08:32:828 460 sec: 592 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=844287, Min=729600, Avg=767704.62, 90=836607, 99=844287, 99.9=844287, 99.99=844287] 
2019-05-21 08:08:42:826 470 sec: 605 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=821759, Min=707072, Avg=766601.85, 90=817663, 99=821759, 99.9=821759, 99.99=821759] 
2019-05-21 08:08:52:826 480 sec: 618 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=829951, Min=714752, Avg=766956.31, 90=820735, 99=829951, 99.9=829951, 99.99=829951] 
2019-05-21 08:09:02:827 490 sec: 631 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=842751, Min=727552, Avg=774163.69, 90=826879, 99=842751, 99.9=842751, 99.99=842751] 
2019-05-21 08:09:12:826 500 sec: 644 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=838655, Min=727040, Avg=773533.54, 90=837119, 99=838655, 99.9=838655, 99.99=838655] 
2019-05-21 08:09:22:826 510 sec: 657 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=824319, Min=708096, Avg=763726.77, 90=822271, 99=824319, 99.9=824319, 99.99=824319] 
2019-05-21 08:09:32:827 520 sec: 670 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=814591, Min=718336, Avg=760221.54, 90=803839, 99=814591, 99.9=814591, 99.99=814591] 
2019-05-21 08:09:42:826 530 sec: 683 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=863743, Min=707072, Avg=767862.15, 90=812543, 99=863743, 99.9=863743, 99.99=863743] 
2019-05-21 08:09:52:826 540 sec: 696 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=932863, Min=732160, Avg=778732.31, 90=821759, 99=932863, 99.9=932863, 99.99=932863] 
2019-05-21 08:10:02:826 550 sec: 709 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=865791, Min=723456, Avg=780780.31, 90=844799, 99=865791, 99.9=865791, 99.99=865791] 
2019-05-21 08:10:12:827 560 sec: 722 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=825343, Min=723456, Avg=778732.31, 90=821759, 99=825343, 99.9=825343, 99.99=825343] 
2019-05-21 08:10:22:826 570 sec: 735 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=833023, Min=704512, Avg=762820.92, 90=826367, 99=833023, 99.9=833023, 99.99=833023] 
2019-05-21 08:10:32:827 580 sec: 748 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=855039, Min=716288, Avg=776251.08, 90=837119, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-21 08:10:42:827 590 sec: 761 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=837631, Min=728064, Avg=772785.23, 90=818175, 99=837631, 99.9=837631, 99.99=837631] 
2019-05-21 08:10:52:826 600 sec: 773 operations; 1.2 current ops/sec; est completion in 9 minutes [READ: Count=12, Max=889343, Min=740352, Avg=786730.67, 90=851455, 99=889343, 99.9=889343, 99.99=889343] 
2019-05-21 08:11:02:827 610 sec: 786 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=819711, Min=727552, Avg=774518.15, 90=817663, 99=819711, 99.9=819711, 99.99=819711] 
2019-05-21 08:11:12:826 620 sec: 799 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=834559, Min=691712, Avg=774912, 90=826367, 99=834559, 99.9=834559, 99.99=834559] 
2019-05-21 08:11:22:827 630 sec: 812 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=830975, Min=726016, Avg=775463.38, 90=823295, 99=830975, 99.9=830975, 99.99=830975] 
2019-05-21 08:11:32:827 640 sec: 825 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=839679, Min=728576, Avg=777865.85, 90=827903, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-21 08:11:42:826 650 sec: 838 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=831487, Min=707584, Avg=773848.62, 90=815103, 99=831487, 99.9=831487, 99.99=831487] 
2019-05-21 08:11:52:827 660 sec: 851 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=839679, Min=711680, Avg=771524.92, 90=815615, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-21 08:12:02:826 670 sec: 863 operations; 1.2 current ops/sec; est completion in 8 minutes [READ: Count=12, Max=823807, Min=718336, Avg=778282.67, 90=820223, 99=823807, 99.9=823807, 99.99=823807] 
2019-05-21 08:12:12:826 680 sec: 876 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=847359, Min=712704, Avg=783852.31, 90=836607, 99=847359, 99.9=847359, 99.99=847359] 
2019-05-21 08:12:22:826 690 sec: 889 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=849919, Min=731136, Avg=789917.54, 90=840191, 99=849919, 99.9=849919, 99.99=849919] 
2019-05-21 08:12:32:828 700 sec: 902 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=814591, Min=726528, Avg=764593.23, 90=814079, 99=814591, 99.9=814591, 99.99=814591] 
2019-05-21 08:12:42:826 710 sec: 915 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=828927, Min=728576, Avg=772667.08, 90=819199, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-21 08:12:52:825 720 sec: 928 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=877055, Min=705024, Avg=769437.54, 90=834559, 99=877055, 99.9=877055, 99.99=877055] 
2019-05-21 08:13:02:832 730 sec: 941 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=821759, Min=725504, Avg=768531.69, 90=821247, 99=821759, 99.9=821759, 99.99=821759] 
2019-05-21 08:13:12:826 740 sec: 954 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=827903, Min=724480, Avg=768413.54, 90=808959, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-21 08:13:22:826 750 sec: 967 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=847871, Min=701440, Avg=766326.15, 90=822271, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-21 08:13:32:827 760 sec: 980 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=829439, Min=715776, Avg=774281.85, 90=826367, 99=829439, 99.9=829439, 99.99=829439] 
2019-05-21 08:13:42:827 770 sec: 993 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=836607, Min=704000, Avg=758370.46, 90=826367, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 08:13:52:827 780 sec: 1006 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=864255, Min=712192, Avg=773730.46, 90=859135, 99=864255, 99.9=864255, 99.99=864255] 
2019-05-21 08:14:02:827 790 sec: 1019 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=857599, Min=722432, Avg=773454.77, 90=841215, 99=857599, 99.9=857599, 99.99=857599] 
2019-05-21 08:14:12:826 800 sec: 1032 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=871935, Min=733184, Avg=775660.31, 90=848383, 99=871935, 99.9=871935, 99.99=871935] 
2019-05-21 08:14:22:827 810 sec: 1045 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=821247, Min=729088, Avg=776684.31, 90=820223, 99=821247, 99.9=821247, 99.99=821247] 
