1557612439.180;200;0.208;0.208
1557612439.423;200;0.204;0.204
1557612439.643;200;0.214;0.216
1557612439.882;200;0.218;0.220
1557612440.102;200;0.217;0.216
1557612440.312;200;0.205;0.204
1557612440.524;200;0.208;0.208
1557612440.756;200;0.223;0.224
1557612440.970;200;0.210;0.212
1557612441.185;200;0.208;0.208
1557612441.410;200;0.219;0.220
1557612441.623;200;0.211;0.212
1557612441.831;200;0.203;0.208
1557612442.046;200;0.211;0.212
1557612442.251;200;0.203;0.208
1557612442.477;200;0.222;0.224
1557612442.699;200;0.216;0.220
1557612442.903;200;0.201;0.200
1557612443.120;200;0.213;0.212
1557612443.360;200;0.235;0.240
1557612443.574;200;0.207;0.208
1557612443.782;200;0.205;0.208
1557612444.008;200;0.220;0.224
1557612444.244;200;0.233;0.236
1557612444.448;200;0.197;0.200
1557612444.671;200;0.216;0.220
1557612444.882;200;0.207;0.208
1557612445.097;200;0.213;0.216
1557612445.291;200;0.191;0.196
1557612445.491;200;0.196;0.200
1557612445.708;200;0.210;0.208
1557612445.942;200;0.229;0.228
1557612446.140;200;0.195;0.200
1557612446.347;200;0.203;0.208
1557612446.562;200;0.211;0.212
1557612446.781;200;0.215;0.216
1557612446.995;200;0.210;0.216
1557612447.208;200;0.209;0.208
1557612447.403;200;0.192;0.196
1557612447.620;200;0.214;0.216
1557612447.821;200;0.198;0.200
1557612448.022;200;0.198;0.204
1557612448.223;200;0.198;0.200
1557612448.450;200;0.224;0.224
1557612448.654;200;0.202;0.204
1557612448.852;200;0.193;0.196
1557612449.066;200;0.210;0.216
1557612449.293;200;0.225;0.224
1557612449.500;200;0.205;0.204
1557612449.706;200;0.203;0.204
1557612449.916;200;0.208;0.208
1557612450.147;200;0.224;0.224
1557612450.351;200;0.201;0.204
1557612450.552;200;0.198;0.196
1557612450.763;200;0.208;0.208
1557612450.984;200;0.217;0.220
1557612451.191;200;0.205;0.204
1557612451.390;200;0.194;0.196
1557612451.607;200;0.215;0.216
1557612451.840;200;0.230;0.232
1557612452.051;200;0.207;0.208
1557612452.250;200;0.196;0.200
1557612452.474;200;0.220;0.224
1557612452.702;200;0.225;0.228
1557612452.902;200;0.197;0.196
1557612453.103;200;0.199;0.204
1557612453.311;200;0.205;0.204
1557612453.554;200;0.240;0.240
1557612453.771;200;0.213;0.216
1557612453.981;200;0.207;0.204
1557612454.191;200;0.208;0.208
1557612454.429;200;0.235;0.236
1557612454.636;200;0.205;0.208
1557612454.838;200;0.198;0.200
1557612455.048;200;0.208;0.212
1557612455.269;200;0.219;0.220
1557612455.462;200;0.190;0.192
1557612455.676;200;0.209;0.208
1557612455.881;200;0.202;0.200
1557612456.101;200;0.218;0.220
1557612456.308;200;0.205;0.204
1557612456.524;200;0.211;0.208
1557612456.742;200;0.215;0.216
1557612456.969;200;0.225;0.228
1557612457.172;200;0.200;0.204
1557612457.377;200;0.202;0.204
1557612457.588;200;0.208;0.208
1557612457.820;200;0.226;0.228
1557612458.036;200;0.214;0.216
1557612458.259;200;0.205;0.208
1557612458.468;200;0.206;0.208
1557612458.700;200;0.229;0.232
1557612458.914;200;0.211;0.212
1557612459.122;200;0.206;0.208
1557612459.331;200;0.207;0.212
1557612459.556;200;0.221;0.220
1557612459.759;200;0.199;0.204
1557612459.979;200;0.216;0.220
1557612460.195;200;0.212;0.216
1557612460.426;200;0.229;0.228
1557612460.639;200;0.208;0.212
1557612460.848;200;0.206;0.208
1557612461.060;200;0.209;0.208
1557612461.277;200;0.214;0.212
1557612461.488;200;0.209;0.208
1557612461.694;200;0.203;0.204
1557612461.902;200;0.206;0.208
1557612462.119;200;0.215;0.220
1557612462.323;200;0.202;0.204
1557612462.523;200;0.197;0.200
1557612462.741;200;0.214;0.216
1557612462.982;200;0.230;0.236
1557612463.184;200;0.198;0.200
1557612463.390;200;0.201;0.200
1557612463.600;200;0.208;0.208
1557612463.833;200;0.229;0.232
1557612464.041;200;0.206;0.204
1557612464.253;200;0.209;0.208
1557612464.464;200;0.209;0.208
1557612464.695;200;0.228;0.232
1557612464.907;200;0.209;0.208
1557612465.115;200;0.203;0.204
1557612465.342;200;0.224;0.224
1557612465.586;200;0.241;0.240
1557612465.792;200;0.204;0.208
1557612465.997;200;0.202;0.204
1557612466.207;200;0.208;0.212
1557612466.429;200;0.219;0.216
1557612466.651;200;0.220;0.224
1557612466.856;200;0.204;0.204
1557612467.067;200;0.207;0.208
1557612467.296;200;0.225;0.228
1557612467.502;200;0.204;0.204
1557612467.706;200;0.198;0.200
1557612467.910;200;0.202;0.204
1557612468.132;200;0.219;0.220
1557612468.332;200;0.198;0.200
1557612468.535;200;0.200;0.200
1557612468.743;200;0.204;0.204
1557612468.968;200;0.223;0.224
1557612469.170;200;0.199;0.200
1557612469.374;200;0.202;0.208
1557612469.596;200;0.219;0.216
1557612469.819;200;0.220;0.224
1557612470.024;200;0.203;0.204
1557612470.243;200;0.217;0.220
1557612470.456;200;0.210;0.208
1557612470.689;200;0.231;0.232
1557612470.903;200;0.212;0.216
1557612471.103;200;0.196;0.200
1557612471.320;200;0.215;0.216
1557612471.558;200;0.235;0.236
1557612471.763;200;0.202;0.204
1557612471.967;200;0.200;0.204
1557612472.206;200;0.235;0.232
1557612472.436;200;0.228;0.232
1557612472.644;200;0.206;0.204
1557612472.854;200;0.207;0.208
1557612473.070;200;0.212;0.212
1557612473.313;200;0.241;0.244
1557612473.518;200;0.203;0.204
1557612473.721;200;0.201;0.204
1557612473.932;200;0.209;0.208
1557612474.182;200;0.247;0.248
1557612474.391;200;0.204;0.208
1557612474.600;200;0.206;0.204
1557612474.803;200;0.200;0.204
1557612475.025;200;0.220;0.220
1557612475.234;200;0.207;0.208
1557612475.434;200;0.199;0.200
1557612475.650;200;0.213;0.216
1557612475.877;200;0.210;0.208
1557612476.092;200;0.212;0.212
1557612476.300;200;0.205;0.204
1557612476.520;200;0.217;0.220
1557612476.746;200;0.223;0.224
1557612476.947;200;0.199;0.204
1557612477.163;200;0.213;0.212
1557612477.370;200;0.205;0.204
1557612477.609;200;0.237;0.240
1557612477.806;200;0.195;0.200
1557612478.016;200;0.208;0.204
1557612478.226;200;0.207;0.208
1557612478.456;200;0.229;0.232
1557612478.670;200;0.211;0.208
1557612478.872;200;0.193;0.192
1557612479.071;200;0.197;0.200
1557612479.298;200;0.224;0.228
1557612479.500;200;0.199;0.200
1557612479.707;200;0.204;0.204
1557612479.925;200;0.215;0.216
1557612480.162;200;0.234;0.236
1557612480.387;200;0.223;0.228
1557612480.594;200;0.204;0.204
1557612480.800;200;0.204;0.208
1557612481.028;200;0.225;0.228
1557612481.226;200;0.196;0.196
1557612481.422;200;0.194;0.196
1557612481.650;200;0.226;0.228
1557612481.874;200;0.222;0.224
1557612482.079;200;0.203;0.204
1557612482.288;200;0.204;0.208
1557612482.506;200;0.216;0.216
1557612482.729;200;0.221;0.224
1557612482.936;200;0.205;0.208
1557612483.142;200;0.203;0.204
1557612483.345;200;0.200;0.204
1557612483.585;200;0.238;0.240
1557612483.788;200;0.201;0.204
1557612483.991;200;0.199;0.204
1557612484.194;200;0.201;0.204
1557612484.418;200;0.221;0.224
1557612484.619;200;0.199;0.200
1557612484.824;200;0.203;0.204
1557612485.038;200;0.211;0.212
1557612485.278;200;0.238;0.244
1557612485.484;200;0.203;0.204
1557612485.697;200;0.209;0.208
1557612485.916;200;0.217;0.220
1557612486.131;200;0.213;0.212
1557612486.349;200;0.213;0.216
1557612486.560;200;0.208;0.208
1557612486.782;200;0.219;0.220
1557612487.017;200;0.233;0.236
1557612487.230;200;0.207;0.208
1557612487.436;200;0.204;0.208
1557612487.659;200;0.220;0.224
1557612487.872;200;0.210;0.208
1557612488.083;200;0.208;0.208
1557612488.287;200;0.201;0.200
1557612488.504;200;0.214;0.216
1557612488.728;200;0.219;0.220
1557612488.956;200;0.224;0.228
1557612489.198;200;0.239;0.240
1557612489.398;200;0.196;0.196
1557612489.640;200;0.240;0.240
1557612489.850;200;0.208;0.208
1557612490.056;200;0.203;0.200
1557612490.270;200;0.212;0.212
1557612490.488;200;0.215;0.220
1557612490.691;200;0.200;0.204
1557612490.897;200;0.203;0.204
1557612491.115;200;0.215;0.220
1557612491.361;200;0.244;0.244
1557612491.568;200;0.204;0.204
1557612491.770;200;0.199;0.204
1557612491.984;200;0.212;0.212
1557612492.211;200;0.223;0.224
1557612492.422;200;0.207;0.208
1557612492.627;200;0.199;0.204
1557612492.839;200;0.207;0.208
1557612493.068;200;0.227;0.228
1557612493.274;200;0.202;0.204
1557612493.483;200;0.207;0.208
1557612493.701;200;0.214;0.216
1557612493.935;200;0.231;0.236
1557612494.151;200;0.212;0.212
1557612494.366;200;0.206;0.208
1557612494.571;200;0.203;0.204
1557612494.802;200;0.230;0.236
1557612495.009;200;0.205;0.204
1557612495.222;200;0.210;0.212
1557612495.452;200;0.229;0.232
1557612495.684;200;0.230;0.232
1557612495.882;200;0.196;0.196
1557612496.092;200;0.209;0.208
1557612496.315;200;0.222;0.224
1557612496.553;200;0.235;0.236
1557612496.756;200;0.200;0.204
1557612496.971;200;0.212;0.216
1557612497.188;200;0.215;0.216
1557612497.419;200;0.227;0.232
1557612497.626;200;0.206;0.204
1557612497.827;200;0.199;0.204
1557612498.031;200;0.202;0.204
1557612498.267;200;0.232;0.236
1557612498.467;200;0.197;0.200
1557612498.677;200;0.207;0.204
1557612498.881;200;0.200;0.204
1557612499.106;200;0.223;0.224
1557612499.307;200;0.199;0.204
1557612499.511;200;0.201;0.204
1557612499.732;200;0.218;0.220
1557612499.960;200;0.224;0.228
1557612500.159;200;0.197;0.196
1557612500.360;200;0.199;0.200
1557612500.574;200;0.212;0.212
1557612500.778;200;0.202;0.208
1557612500.985;200;0.205;0.204
1557612501.184;200;0.197;0.196
1557612501.407;200;0.220;0.224
1557612501.642;200;0.233;0.232
1557612501.842;200;0.199;0.200
1557612502.048;200;0.204;0.208
1557612502.258;200;0.206;0.208
1557612502.493;200;0.233;0.236
1557612502.699;200;0.202;0.208
1557612502.910;200;0.209;0.208
1557612503.115;200;0.203;0.208
1557612503.355;200;0.237;0.240
1557612503.563;200;0.204;0.204
1557612503.781;200;0.217;0.221
1557612503.999;200;0.214;0.220
1557612504.230;200;0.228;0.228
1557612504.432;200;0.200;0.204
1557612504.650;200;0.216;0.216
1557612504.852;200;0.200;0.204
1557612505.072;200;0.218;0.220
1557612505.287;200;0.213;0.216
1557612505.501;200;0.211;0.212
1557612505.708;200;0.205;0.208
1557612505.944;200;0.233;0.236
1557612506.145;200;0.198;0.200
1557612506.346;200;0.199;0.200
1557612506.560;200;0.211;0.208
1557612506.796;200;0.232;0.236
1557612507.007;200;0.209;0.208
1557612507.212;200;0.202;0.200
1557612507.428;200;0.214;0.216
1557612507.662;200;0.232;0.236
1557612507.866;200;0.202;0.200
1557612508.074;200;0.207;0.208
1557612508.292;200;0.217;0.220
1557612508.512;200;0.217;0.220
1557612508.710;200;0.196;0.200
1557612508.928;200;0.214;0.216
1557612509.120;200;0.190;0.188
1557612509.362;200;0.239;0.240
1557612509.562;200;0.198;0.200
1557612509.762;200;0.197;0.200
1557612509.941;200;0.177;0.180
1557612510.162;200;0.219;0.220
1557612510.370;200;0.207;0.208
1557612510.568;200;0.196;0.196
1557612510.784;200;0.213;0.216
1557612511.007;200;0.221;0.220
1557612511.212;200;0.201;0.200
1557612511.426;200;0.212;0.216
1557612511.647;200;0.219;0.220
1557612511.875;200;0.225;0.224
1557612512.082;200;0.204;0.204
1557612512.296;200;0.212;0.216
1557612512.531;200;0.232;0.236
1557612512.759;200;0.225;0.228
1557612512.955;200;0.195;0.196
1557612513.159;200;0.201;0.204
1557612513.371;200;0.210;0.208
1557612513.594;200;0.220;0.220
1557612513.803;200;0.207;0.212
1557612514.011;200;0.207;0.204
1557612514.219;200;0.205;0.204
1557612514.450;200;0.227;0.232
1557612514.656;200;0.203;0.204
1557612514.856;200;0.197;0.200
1557612515.066;200;0.207;0.208
1557612515.296;200;0.228;0.232
1557612515.494;200;0.195;0.196
1557612515.704;200;0.208;0.208
1557612515.916;200;0.208;0.212
1557612516.142;200;0.224;0.224
1557612516.341;200;0.197;0.200
1557612516.555;200;0.211;0.212
1557612516.760;200;0.201;0.204
1557612516.998;200;0.235;0.236
1557612517.203;200;0.203;0.208
1557612517.412;200;0.205;0.208
1557612517.612;200;0.198;0.196
1557612517.836;200;0.221;0.224
1557612518.047;200;0.209;0.208
1557612518.254;200;0.203;0.204
1557612518.434;200;0.177;0.180
1557612518.671;200;0.235;0.240
1557612518.878;200;0.203;0.204
1557612519.083;200;0.203;0.204
1557612519.290;200;0.205;0.204
1557612519.515;200;0.223;0.228
1557612519.720;200;0.203;0.204
1557612519.924;200;0.202;0.204
1557612520.121;200;0.195;0.196
1557612520.363;200;0.240;0.244
1557612520.562;200;0.198;0.196
1557612520.775;200;0.211;0.212
1557612520.986;200;0.208;0.208
1557612521.212;200;0.224;0.224
1557612521.413;200;0.198;0.200
1557612521.626;200;0.211;0.212
1557612521.838;200;0.209;0.216
1557612522.068;200;0.226;0.224
1557612522.300;200;0.229;0.228
1557612522.507;200;0.204;0.204
1557612522.711;200;0.203;0.208
