[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-20 17:36:24:950 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-20 17:36:34:903 10 sec: 12 operations; 1.2 current ops/sec; est completion in 13 minutes [READ: Count=12, Max=871935, Min=714752, Avg=774954.67, 90=819199, 99=871935, 99.9=871935, 99.99=871935] 
2019-05-20 17:40:44:901 260 sec: 337 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=936447, Min=714240, Avg=773533.54, 90=823807, 99=936447, 99.9=936447, 99.99=936447] 
2019-05-20 17:40:54:901 270 sec: 350 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=808959, Min=733696, Avg=770107.08, 90=808447, 99=808959, 99.9=808959, 99.99=808959] 
2019-05-20 17:41:04:901 280 sec: 363 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=845311, Min=740864, Avg=773415.38, 90=809471, 99=845311, 99.9=845311, 99.99=845311] 
2019-05-20 17:41:14:900 290 sec: 376 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=837119, Min=661504, Avg=761560.62, 90=831487, 99=837119, 99.9=837119, 99.99=837119] 
2019-05-20 17:41:24:901 300 sec: 389 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=828415, Min=726016, Avg=779323.08, 90=818175, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-20 17:41:34:901 310 sec: 402 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=876543, Min=729600, Avg=776644.92, 90=847359, 99=876543, 99.9=876543, 99.99=876543] 
2019-05-20 17:41:44:901 320 sec: 415 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=831999, Min=705536, Avg=768571.08, 90=817151, 99=831999, 99.9=831999, 99.99=831999] 
2019-05-20 17:41:54:900 330 sec: 428 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=920575, Min=685568, Avg=770855.38, 90=845823, 99=920575, 99.9=920575, 99.99=920575] 
2019-05-20 17:42:04:901 340 sec: 441 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=855039, Min=725504, Avg=769122.46, 90=832511, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-20 17:42:14:901 350 sec: 454 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=839679, Min=727552, Avg=770540.31, 90=839679, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-20 17:42:24:901 360 sec: 467 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=836095, Min=707072, Avg=764908.31, 90=816127, 99=836095, 99.9=836095, 99.99=836095] 
2019-05-20 17:42:34:901 370 sec: 480 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=860159, Min=729088, Avg=776802.46, 90=857599, 99=860159, 99.9=860159, 99.99=860159] 
2019-05-20 17:42:44:901 380 sec: 493 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=832511, Min=723456, Avg=765656.62, 90=811007, 99=832511, 99.9=832511, 99.99=832511] 
2019-05-20 17:42:54:901 390 sec: 506 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=839167, Min=700416, Avg=763726.77, 90=824831, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-20 17:43:04:900 400 sec: 519 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=813055, Min=660480, Avg=764987.08, 90=812031, 99=813055, 99.9=813055, 99.99=813055] 
2019-05-20 17:43:14:900 410 sec: 532 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=865279, Min=721920, Avg=768413.54, 90=812543, 99=865279, 99.9=865279, 99.99=865279] 
2019-05-20 17:43:24:900 420 sec: 545 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=834559, Min=730624, Avg=770934.15, 90=821759, 99=834559, 99.9=834559, 99.99=834559] 
2019-05-20 17:43:34:900 430 sec: 558 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=855039, Min=717312, Avg=767862.15, 90=835071, 99=855039, 99.9=855039, 99.99=855039] 
2019-05-20 17:43:44:902 440 sec: 571 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=817663, Min=719872, Avg=753132.31, 90=805375, 99=817663, 99.9=817663, 99.99=817663] 
2019-05-20 17:43:54:901 450 sec: 584 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=862719, Min=708096, Avg=776408.62, 90=857087, 99=862719, 99.9=862719, 99.99=862719] 
2019-05-20 17:44:04:901 460 sec: 597 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=826367, Min=713216, Avg=761284.92, 90=824831, 99=826367, 99.9=826367, 99.99=826367] 
2019-05-20 17:44:14:902 470 sec: 610 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=839679, Min=725504, Avg=769161.85, 90=826879, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-20 17:44:24:901 480 sec: 623 operations; 1.3 current ops/sec; est completion in 4 minutes [READ: Count=13, Max=864767, Min=705024, Avg=759985.23, 90=848383, 99=864767, 99.9=864767, 99.99=864767] 
2019-05-20 17:44:34:901 490 sec: 636 operations; 1.3 current ops/sec; est completion in 4 minutes [READ: Count=13, Max=871423, Min=715776, Avg=768807.38, 90=817663, 99=871423, 99.9=871423, 99.99=871423] 
2019-05-20 17:44:44:902 500 sec: 649 operations; 1.3 current ops/sec; est completion in 4 minutes [READ: Count=13, Max=843263, Min=706560, Avg=761048.62, 90=820223, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-20 17:44:54:901 510 sec: 662 operations; 1.3 current ops/sec; est completion in 4 minutes [READ: Count=13, Max=842239, Min=725504, Avg=767547.08, 90=840191, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-20 17:45:04:900 520 sec: 675 operations; 1.3 current ops/sec; est completion in 4 minutes [READ: Count=13, Max=839679, Min=722944, Avg=766641.23, 90=824319, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-20 17:45:14:901 530 sec: 688 operations; 1.3 current ops/sec; est completion in 4 minutes [READ: Count=13, Max=819711, Min=727552, Avg=764947.69, 90=808447, 99=819711, 99.9=819711, 99.99=819711] 
2019-05-20 17:45:24:901 540 sec: 701 operations; 1.3 current ops/sec; est completion in 3 minutes [READ: Count=13, Max=828415, Min=709120, Avg=767468.31, 90=825343, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-20 17:45:34:900 550 sec: 715 operations; 1.4 current ops/sec; est completion in 3 minutes [READ: Count=14, Max=840191, Min=713216, Avg=759771.43, 90=825343, 99=840191, 99.9=840191, 99.99=840191] 
2019-05-20 17:45:44:902 560 sec: 728 operations; 1.3 current ops/sec; est completion in 3 minutes [READ: Count=13, Max=859135, Min=683008, Avg=769319.38, 90=846847, 99=859135, 99.9=859135, 99.99=859135] 
2019-05-20 17:45:54:900 570 sec: 741 operations; 1.3 current ops/sec; est completion in 3 minutes [READ: Count=13, Max=835071, Min=722432, Avg=756480, 90=828415, 99=835071, 99.9=835071, 99.99=835071] 
2019-05-20 17:46:04:901 580 sec: 754 operations; 1.3 current ops/sec; est completion in 3 minutes [READ: Count=13, Max=836607, Min=646656, Avg=749469.54, 90=818175, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-20 17:46:14:901 590 sec: 767 operations; 1.3 current ops/sec; est completion in 3 minutes [READ: Count=13, Max=824319, Min=698368, Avg=755022.77, 90=819199, 99=824319, 99.9=824319, 99.99=824319] 
2019-05-20 17:46:24:901 600 sec: 780 operations; 1.3 current ops/sec; est completion in 2 minutes [READ: Count=13, Max=845311, Min=704000, Avg=764672, 90=843263, 99=845311, 99.9=845311, 99.99=845311] 
2019-05-20 17:46:34:901 610 sec: 793 operations; 1.3 current ops/sec; est completion in 2 minutes [READ: Count=13, Max=877567, Min=717312, Avg=772233.85, 90=838143, 99=877567, 99.9=877567, 99.99=877567] 
2019-05-20 17:46:44:900 620 sec: 807 operations; 1.4 current ops/sec; est completion in 2 minutes [READ: Count=14, Max=837631, Min=699392, Avg=758308.57, 90=821247, 99=837631, 99.9=837631, 99.99=837631] 
2019-05-20 17:46:54:902 630 sec: 820 operations; 1.3 current ops/sec; est completion in 2 minutes [READ: Count=13, Max=841727, Min=714240, Avg=764593.23, 90=829439, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-20 17:47:04:901 640 sec: 833 operations; 1.3 current ops/sec; est completion in 2 minutes [READ: Count=13, Max=826367, Min=719360, Avg=756007.38, 90=797695, 99=826367, 99.9=826367, 99.99=826367] 
2019-05-20 17:47:14:901 650 sec: 846 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=831999, Min=722944, Avg=766483.69, 90=819199, 99=831999, 99.9=831999, 99.99=831999] 
2019-05-20 17:47:24:901 660 sec: 859 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=837119, Min=714240, Avg=753250.46, 90=794623, 99=837119, 99.9=837119, 99.99=837119] 
2019-05-20 17:47:34:901 670 sec: 872 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=836607, Min=723456, Avg=763687.38, 90=804863, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-20 17:47:44:901 680 sec: 885 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=850431, Min=653312, Avg=763096.62, 90=843775, 99=850431, 99.9=850431, 99.99=850431] 
2019-05-20 17:47:54:900 690 sec: 899 operations; 1.4 current ops/sec; est completion in 1 minute [READ: Count=14, Max=830463, Min=705536, Avg=756736, 90=815615, 99=830463, 99.9=830463, 99.99=830463] 
2019-05-20 17:48:04:900 700 sec: 912 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=826879, Min=708096, Avg=762387.69, 90=813567, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-20 17:48:14:901 710 sec: 925 operations; 1.3 current ops/sec; est completion in 58 seconds [READ: Count=13, Max=854527, Min=702464, Avg=760694.15, 90=822271, 99=854527, 99.9=854527, 99.99=854527] 
2019-05-20 17:48:24:901 720 sec: 938 operations; 1.3 current ops/sec; est completion in 48 seconds [READ: Count=13, Max=849407, Min=734720, Avg=770461.54, 90=806911, 99=849407, 99.9=849407, 99.99=849407] 
2019-05-20 17:48:34:901 730 sec: 951 operations; 1.3 current ops/sec; est completion in 38 seconds [READ: Count=13, Max=826879, Min=721408, Avg=767074.46, 90=819199, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-20 17:48:44:901 740 sec: 964 operations; 1.3 current ops/sec; est completion in 28 seconds [READ: Count=13, Max=841215, Min=727040, Avg=772036.92, 90=829439, 99=841215, 99.9=841215, 99.99=841215] 
2019-05-20 17:48:54:902 750 sec: 977 operations; 1.3 current ops/sec; est completion in 18 seconds [READ: Count=13, Max=881663, Min=701440, Avg=767862.15, 90=865791, 99=881663, 99.9=881663, 99.99=881663] 
2019-05-20 17:49:04:901 760 sec: 990 operations; 1.3 current ops/sec; est completion in 8 second [READ: Count=13, Max=841215, Min=712192, Avg=762781.54, 90=823295, 99=841215, 99.9=841215, 99.99=841215] 
2019-05-20 17:49:12:311 767 sec: 1000 operations; 1.35 current ops/sec; [READ: Count=10, Max=840191, Min=721920, Avg=773478.4, 90=824319, 99=840191, 99.9=840191, 99.99=840191] [CLEANUP: Count=1, Max=3, Min=3, Avg=3, 90=3, 99=3, 99.9=3, 99.99=3] 
