[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-20 19:58:07:178 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-20 19:58:17:125 10 sec: 12 operations; 1.2 current ops/sec; est completion in 27 minutes [READ: Count=12, Max=913407, Min=728064, Avg=793898.67, 90=905727, 99=913407, 99.9=913407, 99.99=913407] 
2019-05-20 20:02:27:116 260 sec: 338 operations; 1.3 current ops/sec; est completion in 21 minutes [READ: Count=13, Max=867327, Min=715776, Avg=763726.77, 90=844287, 99=867327, 99.9=867327, 99.99=867327] 
2019-05-20 20:02:37:114 270 sec: 351 operations; 1.3 current ops/sec; est completion in 21 minutes [READ: Count=13, Max=843263, Min=718848, Avg=768728.62, 90=829439, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-20 20:02:47:115 280 sec: 364 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=827391, Min=720896, Avg=764987.08, 90=825855, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-20 20:02:57:115 290 sec: 377 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=876031, Min=719872, Avg=773848.62, 90=856575, 99=876031, 99.9=876031, 99.99=876031] 
2019-05-20 20:03:07:115 300 sec: 390 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=821759, Min=712704, Avg=762466.46, 90=803327, 99=821759, 99.9=821759, 99.99=821759] 
2019-05-20 20:03:17:114 310 sec: 403 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=890879, Min=699904, Avg=773376, 90=829439, 99=890879, 99.9=890879, 99.99=890879] 
2019-05-20 20:03:27:115 320 sec: 416 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=881151, Min=726016, Avg=774124.31, 90=827903, 99=881151, 99.9=881151, 99.99=881151] 
2019-05-20 20:03:37:115 330 sec: 429 operations; 1.3 current ops/sec; est completion in 20 minutes [READ: Count=13, Max=829951, Min=706048, Avg=751911.38, 90=825855, 99=829951, 99.9=829951, 99.99=829951] 
2019-05-20 20:03:47:115 340 sec: 442 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=808959, Min=724992, Avg=752462.77, 90=792063, 99=808959, 99.9=808959, 99.99=808959] 
2019-05-20 20:03:57:115 350 sec: 455 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=865279, Min=695296, Avg=756125.54, 90=826367, 99=865279, 99.9=865279, 99.99=865279] 
2019-05-20 20:04:07:115 360 sec: 469 operations; 1.4 current ops/sec; est completion in 19 minutes [READ: Count=14, Max=834047, Min=717312, Avg=760320, 90=805375, 99=834047, 99.9=834047, 99.99=834047] 
2019-05-20 20:04:17:115 370 sec: 482 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=847871, Min=687616, Avg=751911.38, 90=834559, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-20 20:04:27:116 380 sec: 495 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=856575, Min=706560, Avg=766523.08, 90=833023, 99=856575, 99.9=856575, 99.99=856575] 
2019-05-20 20:04:37:115 390 sec: 508 operations; 1.3 current ops/sec; est completion in 19 minutes [READ: Count=13, Max=839167, Min=704512, Avg=767783.38, 90=828415, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-20 20:04:47:115 400 sec: 521 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=905727, Min=697856, Avg=769949.54, 90=843263, 99=905727, 99.9=905727, 99.99=905727] 
2019-05-20 20:04:57:115 410 sec: 534 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=828927, Min=701440, Avg=758528, 90=823295, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-20 20:05:07:115 420 sec: 547 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=853503, Min=711168, Avg=760379.08, 90=840703, 99=853503, 99.9=853503, 99.99=853503] 
2019-05-20 20:05:17:115 430 sec: 560 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=874495, Min=685056, Avg=772470.15, 90=868351, 99=874495, 99.9=874495, 99.99=874495] 
2019-05-20 20:05:27:114 440 sec: 573 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=856575, Min=687104, Avg=767586.46, 90=823807, 99=856575, 99.9=856575, 99.99=856575] 
2019-05-20 20:05:37:114 450 sec: 586 operations; 1.3 current ops/sec; est completion in 18 minutes [READ: Count=13, Max=854015, Min=716800, Avg=765302.15, 90=842239, 99=854015, 99.9=854015, 99.99=854015] 
2019-05-20 20:05:47:114 460 sec: 599 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=858111, Min=698880, Avg=766956.31, 90=830975, 99=858111, 99.9=858111, 99.99=858111] 
2019-05-20 20:05:57:116 470 sec: 612 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=859647, Min=719872, Avg=774400, 90=834047, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-20 20:06:07:114 480 sec: 626 operations; 1.4 current ops/sec; est completion in 17 minutes [READ: Count=14, Max=818175, Min=689152, Avg=752822.86, 90=804351, 99=818175, 99.9=818175, 99.99=818175] 
2019-05-20 20:06:17:114 490 sec: 639 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=864767, Min=710144, Avg=759276.31, 90=829951, 99=864767, 99.9=864767, 99.99=864767] 
2019-05-20 20:06:27:115 500 sec: 652 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=825855, Min=710656, Avg=765144.62, 90=822271, 99=825855, 99.9=825855, 99.99=825855] 
2019-05-20 20:06:37:115 510 sec: 665 operations; 1.3 current ops/sec; est completion in 17 minutes [READ: Count=13, Max=835583, Min=715776, Avg=762505.85, 90=828415, 99=835583, 99.9=835583, 99.99=835583] 
2019-05-20 20:06:47:115 520 sec: 678 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=842239, Min=696320, Avg=752659.69, 90=817663, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-20 20:06:57:116 530 sec: 691 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=821759, Min=721408, Avg=761993.85, 90=820735, 99=821759, 99.9=821759, 99.99=821759] 
2019-05-20 20:07:07:115 540 sec: 704 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=846847, Min=712192, Avg=766995.69, 90=819199, 99=846847, 99.9=846847, 99.99=846847] 
2019-05-20 20:07:17:115 550 sec: 718 operations; 1.4 current ops/sec; est completion in 16 minutes [READ: Count=14, Max=853503, Min=716800, Avg=751872, 90=802815, 99=853503, 99.9=853503, 99.99=853503] 
2019-05-20 20:07:27:115 560 sec: 731 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=812543, Min=709632, Avg=761127.38, 90=803327, 99=812543, 99.9=812543, 99.99=812543] 
2019-05-20 20:07:37:114 570 sec: 744 operations; 1.3 current ops/sec; est completion in 16 minutes [READ: Count=13, Max=840191, Min=721920, Avg=762230.15, 90=814079, 99=840191, 99.9=840191, 99.99=840191] 
2019-05-20 20:07:47:115 580 sec: 757 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=801279, Min=708096, Avg=746279.38, 90=785919, 99=801279, 99.9=801279, 99.99=801279] 
2019-05-20 20:07:57:115 590 sec: 770 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=821247, Min=716800, Avg=757307.08, 90=801791, 99=821247, 99.9=821247, 99.99=821247] 
2019-05-20 20:08:07:115 600 sec: 783 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=813567, Min=723456, Avg=767744, 90=806399, 99=813567, 99.9=813567, 99.99=813567] 
2019-05-20 20:08:17:114 610 sec: 796 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=849919, Min=716800, Avg=770737.23, 90=846847, 99=849919, 99.9=849919, 99.99=849919] 
2019-05-20 20:08:27:115 620 sec: 810 operations; 1.4 current ops/sec; est completion in 15 minutes [READ: Count=14, Max=861183, Min=687104, Avg=750482.29, 90=818687, 99=861183, 99.9=861183, 99.99=861183] 
2019-05-20 20:08:37:115 630 sec: 823 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=835071, Min=714752, Avg=761363.69, 90=828415, 99=835071, 99.9=835071, 99.99=835071] 
2019-05-20 20:08:47:115 640 sec: 836 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=837631, Min=707072, Avg=763490.46, 90=819711, 99=837631, 99.9=837631, 99.99=837631] 
2019-05-20 20:08:57:115 650 sec: 849 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=836607, Min=705536, Avg=760182.15, 90=821247, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-20 20:09:07:114 660 sec: 862 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=828927, Min=724992, Avg=762860.31, 90=827903, 99=828927, 99.9=828927, 99.99=828927] 
2019-05-20 20:09:17:115 670 sec: 875 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=847871, Min=705024, Avg=767862.15, 90=840703, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-20 20:09:27:117 680 sec: 888 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=919551, Min=722432, Avg=786451.69, 90=865791, 99=919551, 99.9=919551, 99.99=919551] 
2019-05-20 20:09:37:115 690 sec: 901 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=862719, Min=707584, Avg=764041.85, 90=837119, 99=862719, 99.9=862719, 99.99=862719] 
2019-05-20 20:09:47:115 700 sec: 914 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=841727, Min=706048, Avg=758961.23, 90=816639, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-20 20:09:57:116 710 sec: 927 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=820735, Min=700928, Avg=760497.23, 90=813055, 99=820735, 99.9=820735, 99.99=820735] 
2019-05-20 20:10:07:114 720 sec: 941 operations; 1.4 current ops/sec; est completion in 13 minutes [READ: Count=14, Max=833023, Min=665600, Avg=755309.71, 90=822271, 99=833023, 99.9=833023, 99.99=833023] 
2019-05-20 20:10:17:114 730 sec: 954 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=821247, Min=699392, Avg=756558.77, 90=817663, 99=821247, 99.9=821247, 99.99=821247] 
2019-05-20 20:10:27:114 740 sec: 967 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=888319, Min=690176, Avg=754392.62, 90=832511, 99=888319, 99.9=888319, 99.99=888319] 
2019-05-20 20:10:37:114 750 sec: 980 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=837119, Min=704000, Avg=763884.31, 90=835583, 99=837119, 99.9=837119, 99.99=837119] 
2019-05-20 20:10:47:115 760 sec: 993 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=844799, Min=707072, Avg=756952.62, 90=821759, 99=844799, 99.9=844799, 99.99=844799] 
2019-05-20 20:10:57:115 770 sec: 1006 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=822783, Min=712192, Avg=765065.85, 90=812543, 99=822783, 99.9=822783, 99.99=822783] 
2019-05-20 20:11:07:114 780 sec: 1020 operations; 1.4 current ops/sec; est completion in 12 minutes [READ: Count=14, Max=826879, Min=723968, Avg=761929.14, 90=802303, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-20 20:11:17:115 790 sec: 1033 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=822271, Min=721408, Avg=763214.77, 90=822271, 99=822271, 99.9=822271, 99.99=822271] 
2019-05-20 20:11:27:115 800 sec: 1046 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=897023, Min=705536, Avg=758094.77, 90=801791, 99=897023, 99.9=897023, 99.99=897023] 
2019-05-20 20:11:37:114 810 sec: 1059 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=864255, Min=718848, Avg=769516.31, 90=819711, 99=864255, 99.9=864255, 99.99=864255] 
